Name,ISIN,Stock Market,Regulator 
FRP ADVISORY GROUP PLC,GB00BL9BW044,LSE,FCA 
FULCRUM UTILITY SERVICES LD,KYG368851047,LSE,FCA 
"FULLER, SMITH & TURNER PLC",GB0003551420,LSE,FCA 
"FULLER, SMITH & TURNER PLC",GB0003551537,LSE,FCA 
"FULLER, SMITH & TURNER PLC",GB00B1YPC344,LSE,FCA 
FUNDING CIRCLE HOLDINGS PLC,GB00BG0TPX62,LSE,FCA 
FUNDSMITH EMERGING EQUITIES TRUST PLC,GB00BLSNND18,LSE,FCA 
FUSION ANTIBODIES PLC,GB00BDQZGK16,LSE,FCA 
FUTURA MEDICAL PLC,GB0033278473,LSE,FCA 
FUTURE PLC,GB00BYZN9041,LSE,FCA 
G3 EXPLORATION LIMITED,KYG409381053,LSE,FCA 
G4S PLC,GB00B01FLG62,LSE,FCA 
G4S PLC,GB00BMH4WW40,LSE,FCA 
GABELLI MERGER PLUS+ TRUST PLC,GB00BD8P0741,LSE,FCA 
GABELLI MERGER PLUS+ TRUST PLC,GB00BD8P0741,LSE,FCA 
GABELLI VALUE PLUS+ TRUST PLC,GB00BTLJYS47,LSE,FCA 
GALANTAS GOLD CORPORATION,CA36315W3012,LSE,FCA 
GALILEO RESOURCES PLC,GB00B115T142,LSE,FCA 
GALLIFORD TRY HOLDINGS PLC,GB00BKY40Q38,LSE,FCA 
GAMA AVIATION PLC,GB00B3ZP1526,LSE,FCA 
GAMES WORKSHOP GROUP PLC,GB0003718474,LSE,FCA 
GAMESYS GROUP PLC,GB00BZ14BX56,LSE,FCA 
GAMING REALMS PLC,GB00BBHXD542,LSE,FCA 
GAMMA COMMUNICATIONS PLC,GB00BQS10J50,LSE,FCA 
GATELEY (HOLDINGS) PLC,GB00BXB07J71,LSE,FCA 
GATTACA PLC,GB00B1FMDQ43,LSE,FCA 
GB GROUP PLC,GB0006870611,LSE,FCA 
GCM RESOURCES PLC,GB00B00KV284,LSE,FCA 
GCP ASSET BACKED INCOME FUND LIMITED,JE00BYXX8B08,LSE,FCA 
GCP INFRASTRUCTURE INVESTMENTS LIMITED,JE00B6173J15,LSE,FCA 
GCP STUDENT LIVING PLC,GB00B8460Z43,LSE,FCA 
GEAR4MUSIC (HOLDINGS) PLC,GB00BW9PJQ87,LSE,FCA 
GEIGER COUNTER LIMITED,GB00B15FW330,LSE,FCA 
GEIGER COUNTER LIMITED,JE00BF5TR491,LSE,FCA 
GEM DIAMONDS LIMITED,VGG379591065,LSE,FCA 
GEMFIELDS GROUP LIMITED,GG00BG0KTL52,LSE,FCA 
GENEDRIVE PLC,GB00B1VKB244,LSE,FCA 
GENEL ENERGY PLC,JE00B55Q3P39,LSE,FCA 
GENERAL ACCIDENT PLC,GB0003692737,LSE,FCA 
GENERAL ACCIDENT PLC,GB0003692513,LSE,FCA 
GENERAL ELECTRIC COMPANY,US3696041033,LSE,FCA 
GENUS PLC,GB0002074580,LSE,FCA 
GEORGIA CAPITAL PLC,GB00BF4HYV08,LSE,FCA 
GETBUSY PLC,GB00BG0TSD71,LSE,FCA 
GETECH GROUP PLC,GB00B0HZVP95,LSE,FCA 
GFINITY PLC,GB00BT9QD572,LSE,FCA 
GLANBIA PLC,IE0000669501,LSE,FCA 
GLAXOSMITHKLINE PLC,GB0009252882,LSE,FCA 
GLENCORE PLC,JE00B4T3BW64,LSE,FCA 
GLENVEAGH PROPERTIES PLC,IE00BD6JX574,LSE,FCA 
GLI FINANCE LIMITED,GB00B0CL3P62,LSE,FCA 
GLI FINANCE LIMITED,GG00BTDYD136,LSE,FCA 
GLOBALDATA PLC,GB00B87ZTG26,LSE,FCA 
GLOBAL INVACOM GROUP LIMITED,SG2E91982768,LSE,FCA 
GLOBAL PETROLEUM LIMITED,AU000000GBP6,LSE,FCA 
GLOBAL PORTS HOLDING PLC,GB00BD2ZT390,LSE,FCA 
GLOBAL RESOURCES INVESTMENT TRUST PLC,GB00BCKFVJ45,LSE,FCA 
GLOBALWORTH REAL ESTATE INVESTMENTS LIMITED,GG00B979FD04,LSE,FCA 
GO-AHEAD GROUP PLC,GB0003753778,LSE,FCA 
GOCO GROUP PLC,GB00BZ02Q916,LSE,FCA 
GOLDEN PROSPECT PRECIOUS METALS LIMITED,GG00B1G9T992,LSE,FCA 
GOLDEN PROSPECT PRECIOUS METALS LIMITED,GG00BD05Z551,LSE,FCA 
GOLDEN ROCK GLOBAL PLC,JE00BYZT0R68,LSE,FCA 
GOLDPLAT PLC,GB00B0HCWM45,LSE,FCA 
GOLDSTONE RESOURCES LIMITED,JE00BRJ8YF63,LSE,FCA 
GOOCH & HOUSEGO PLC,GB0002259116,LSE,FCA 
GOOD ENERGY GROUP PLC,GB0033600353,LSE,FCA 
GOODWIN PLC,GB0003781050,LSE,FCA 
GORE STREET ENERGY STORAGE FUND PLC,GB00BG0P0V73,LSE,FCA 
GRAFENIA PLC,GB0009638130,LSE,FCA 
GRAINGER PLC,GB00B04V1276,LSE,FCA 
GRAND FORTUNE HIGH GRADE LIMITED,KYG405621031,LSE,FCA 
GRAND VISION MEDIA HOLDINGS PLC,GB00BDHBGL97,LSE,FCA 
GRAN TIERRA ENERGY INC.,US38500T1016,LSE,FCA 
GRC INTERNATIONAL GROUP PLC,GB00BG06MV41,LSE,FCA 
GREATLAND GOLD PLC,GB00B15XDH89,LSE,FCA 
GREAT PORTLAND ESTATES PLC,GB00BF5H9P87,LSE,FCA 
GREAT WESTERN MINING CORPORATION PLC,IE00B1FR8863,LSE,FCA 
GREENCOAT RENEWABLES PLC,IE00BF2NR112,LSE,FCA 
GREENCOAT UK WIND PLC,GB00B8SC6K54,LSE,FCA 
GREENCORE GROUP PLC,IE0003864109,LSE,FCA 
GREGGS PLC,GB00B63QSB39,LSE,FCA 
GRESHAM HOUSE ENERGY STORAGE FUND PLC,GB00BFX3K770,LSE,FCA 
GRESHAM HOUSE PLC,GB0003887287,LSE,FCA 
GRESHAM HOUSE RENEWABLE ENERGY VCT 1 PLC,GB00B4L13999,LSE,FCA 
GRESHAM HOUSE RENEWABLE ENERGY VCT 1 PLC,GB00B4M2G812,LSE,FCA 
GRESHAM HOUSE RENEWABLE ENERGY VCT 2 PLC ,GB00B4KWC525,LSE,FCA 
GRESHAM HOUSE RENEWABLE ENERGY VCT 2 PLC ,GB00B43GVJ82,LSE,FCA 
GRESHAM HOUSE STRATEGIC PLC,GB00BYRH4982,LSE,FCA 
GRESHAM TECHNOLOGIES PLC,GB0008808825,LSE,FCA 
GRIFFIN MINING LIMITED,BMG319201049,LSE,FCA 
GRIT REAL ESTATE INCOME GROUP LIMITED,MU0473N00036,LSE,FCA 
GROUND RENTS INCOME FUND PLC,GB00B715WG26,LSE,FCA 
GSTECHNOLOGIES LTD,VGG4164C1005,LSE,FCA 
GUILD ESPORTS PLC,GB00BMWVF760,LSE,FCA 
GULF INVESTMENT FUND PLC,IM00B1Z40704,LSE,FCA 
GULF KEYSTONE PETROLEUM LTD,BMG4209G2077,LSE,FCA 
GULF MARINE SERVICES PLC,GB00BJVWTM27,LSE,FCA 
GUNSYND PLC,GB00BMD6PM55,LSE,FCA 
GUSBOURNE PLC,GB00B8TS4M09,LSE,FCA 
GVC HOLDINGS PLC,IM00B5VQMV65,LSE,FCA 
GYG PLC,GB00BZ4FM652,LSE,FCA 
HALFORDS GROUP PLC,GB00B012TP20,LSE,FCA 
HALMA PLC,GB0004052071,LSE,FCA 
HAMMERSON PLC,GB00BK7YQK64,LSE,FCA 
HANSA INVESTMENT COMPANY LIMITED,BMG428941162,LSE,FCA 
HANSA INVESTMENT COMPANY LIMITED,BMG428941089,LSE,FCA 
HANSARD GLOBAL PLC,IM00B1H1XF89,LSE,FCA 
HARBOURVEST GLOBAL PRIVATE EQUITY LIMITED,GG00BR30MJ80,LSE,FCA 
HARBOURVEST GLOBAL PRIVATE EQUITY LIMITED,GG00BR30MJ80,LSE,FCA 
HARDIDE PLC,GB00BJJPX768,LSE,FCA 
HARGREAVE HALE AIM VCT PLC,GB00B02WHS05,LSE,FCA 
HARGREAVES LANSDOWN PLC,GB00B1VZ0M25,LSE,FCA 
HARGREAVES SERVICES PLC,GB00B0MTC970,LSE,FCA 
HARVEST MINERALS LIMITED,AU000XINEAB4,LSE,FCA 
HARWORTH GROUP PLC,GB00BYZJ7G42,LSE,FCA 
HAWKWING PLC,GB00BLF0L315,LSE,FCA 
HAYDALE GRAPHENE INDUSTRIES PLC,GB00BKWQ1135,LSE,FCA 
HAYS PLC,GB0004161021,LSE,FCA 
HEADLAM GROUP PLC,GB0004170089,LSE,FCA 
HEATH (SAMUEL) & SONS PLC,GB0004178710,LSE,FCA 
HEAVITREE BREWERY PLC,GB0004182506,LSE,FCA 
HEAVITREE BREWERY PLC,GB0004182720,LSE,FCA 
HEAVITREE BREWERY PLC,GB0004182944,LSE,FCA 
HELICAL PLC,GB00B0FYMT95,LSE,FCA 
HELIOS TOWERS PLC,GB00BJVQC708,LSE,FCA 
HELIOS UNDERWRITING PLC,GB00B23XLS45,LSE,FCA 
HEMOGENYX PHARMACEUTICALS PLC,GB00BYX3WZ24,LSE,FCA 
HENDERSON ALTERNATIVE STRATEGIES TRUST PLC,GB0001216000,LSE,FCA 
HENDERSON DIVERSIFIED INCOME TRUST PLC,GB00BF03YC36,LSE,FCA 
HENDERSON EUROPEAN FOCUS TRUST PLC,GB0005268858,LSE,FCA 
HENDERSON EUROTRUST PLC,GB0004199294,LSE,FCA 
HENDERSON FAR EAST INCOME LIMITED,JE00B1GXH751,LSE,FCA 
HENDERSON HIGH INCOME TRUST PLC,GB0009580571,LSE,FCA 
HENDERSON INTERNATIONAL INCOME TRUST PLC,GB00B3PHCS86,LSE,FCA 
HENDERSON OPPORTUNITIES TRUST PLC,GB0008536574,LSE,FCA 
HENDERSON SMALLER COMPANIES INVESTMENT TRUST PLC,GB0009065284,LSE,FCA 
HENDERSON SMALLER COMPANIES INVESTMENT TRUST PLC,GB0009065060,LSE,FCA 
HERALD INVESTMENT TRUST PLC,GB0004228648,LSE,FCA 
HERMES PACIFIC INVESTMENTS PLC,GB00BD02KZ12,LSE,FCA 
HG CAPITAL TRUST PLC,GB00BJ0LT190,LSE,FCA 
HIBERNIA REIT P.L.C.,IE00BGHQ1986,LSE,FCA 
HICL INFRASTRUCTURE PLC,GB00BJLP1Y77,LSE,FCA 
HIDONG ESTATE PLC,GB0004251863,LSE,FCA 
HIGHBRIDGE TACTICAL CREDIT FUND LIMITED,GB00B13YVW48,LSE,FCA 
HIGHCROFT INVESTMENTS PLC,GB0004254875,LSE,FCA 
HIGHWAY CAPITAL PLC,GB0008579384,LSE,FCA 
HIKMA PHARMACEUTICALS PLC,GB00B0LCW083,LSE,FCA 
HILL & SMITH HOLDINGS PLC,GB0004270301,LSE,FCA 
HILTON FOOD GROUP PLC,GB00B1V9NW54,LSE,FCA 
HIPGNOSIS SONGS FUND LIMITED,GG00BLPHZK78,LSE,FCA 
HIPGNOSIS SONGS FUND LIMITED,GG00BFYT9H72,LSE,FCA 
HIPGNOSIS SONGS FUND LIMITED,GG00BFYT9H72,LSE,FCA 
HISCOX LTD,BMG4593F1389,LSE,FCA 
HOCHSCHILD MINING PLC,GB00B1FW5029,LSE,FCA 
HOLDERS TECHNOLOGY PLC,GB0004312350,LSE,FCA 
HOLLYWOOD BOWL GROUP PLC,GB00BD0NVK62,LSE,FCA 
HOME REIT PLC,GB00BJP5HK17,LSE,FCA 
HOMESERVE PLC,GB00BYYTFB60,LSE,FCA 
HONEYCOMB INVESTMENT TRUST PLC,GB00BYZV3G25,LSE,FCA 
HONEYWELL INTERNATIONAL INCORPORATED,US4385161066,LSE,FCA 
HONG KONG LAND HOLDINGS LD,BMG4587L1090,LSE,FCA 
HONG KONG LAND HOLDINGS LD,BMG4587L1090,LSE,FCA 
HONG KONG LAND HOLDINGS LD,BMG4587L1090,LSE,FCA 
HONYE FINANCIAL SERVICES LIMITED,KYG4598W1024,LSE,FCA 
HORIZON DISCOVERY GROUP PLC,GB00BK8FL363,LSE,FCA 
HORIZONTE MINERALS PLC,GB00B11DNM70,LSE,FCA 
HORNBY PLC,GB00B01CZ652,LSE,FCA 
HOSTELWORLD GROUP PLC,GB00BYYN4225,LSE,FCA 
HOTEL CHOCOLAT GROUP PLC,GB00BYZC3B04,LSE,FCA 
HOWDEN JOINERY GROUP PLC,GB0005576813,LSE,FCA 
HSBC HOLDINGS PLC,GB0005405286,LSE,FCA 
HSS HIRE GROUP PLC,GB00BVFD4645,LSE,FCA 
H&T GROUP PLC,GB00B12RQD06,LSE,FCA 
HUMMINGBIRD RESOURCES PLC,GB00B60BWY28,LSE,FCA 
HUNTERS PROPERTY PLC,GB00BYMW5L71,LSE,FCA 
HUNTING PLC,GB0004478896,LSE,FCA 
HURRICANE ENERGY PLC,GB00B580MF54,LSE,FCA 
HUTCHISON CHINA MEDITECH LIMITED,KYG4672N1198,LSE,FCA 
HWANGE COLLIERY COMPANY LIMITED,ZW0009011934,LSE,FCA 
HYDRODEC GROUP PLC,GB00BFD2QZ40,LSE,FCA 
HYVE GROUP PLC,GB00BKP36R26,LSE,FCA 
I3 ENERGY PLC,GB00BDHXPJ60,LSE,FCA 
IBSTOCK PLC,GB00BYXJC278,LSE,FCA 
ICG ENTERPRISE TRUST PLC,GB0003292009,LSE,FCA 
ICG-LONGBOW SENIOR SECURED UK PROPERTY DEBT INVESTMENTS LIMITED,GG00B8C23S81,LSE,FCA 
ICONIC LABS PLC,GB00BD060S65,LSE,FCA 
IDEAGEN PLC,GB00B0CM0C50,LSE,FCA 
IDE GROUP HOLDINGS PLC,GB00B4NJ4984,LSE,FCA 
IDOX PLC,GB0002998192,LSE,FCA 
IENERGIZER LD,GG00B54NMG96,LSE,FCA 
IGAS ENERGY PLC,GB00BZ042C28,LSE,FCA 
IG DESIGN GROUP PLC,GB0004526900,LSE,FCA 
IG GROUP HOLDINGS PLC,GB00B06QFB75,LSE,FCA 
ILIKA PLC,GB00B608Z994,LSE,FCA 
IMAGE SCAN HOLDINGS PLC,GB0031410581,LSE,FCA 
IMC EXPLORATION GROUP PLC,IE00B6WC2H62,LSE,FCA 
IMIMOBILE PLC,GB00BLBP4Y22,LSE,FCA 
IMI PLC,GB00BGLP8L22,LSE,FCA 
IMMEDIA GROUP PLC,GB0033881904,LSE,FCA 
IMMOTION GROUP PLC,GB00BD5JRP64,LSE,FCA 
IMMUNODIAGNOSTIC SYSTEMS HOLDINGS PLC,GB00B01YZ052,LSE,FCA 
IMMUPHARMA PLC,GB0033711010,LSE,FCA 
IMPACT HEALTHCARE REIT PLC,GB00BYXVMJ03,LSE,FCA 
IMPAX ASSET MANAGEMENT GROUP PLC,GB0004905260,LSE,FCA 
IMPAX ENVIRONMENTAL MARKETS PLC,GB0031232498,LSE,FCA 
IMPELLAM GROUP PLC,GB00B8HWGJ55,LSE,FCA 
IMPERIAL BRANDS PLC,GB0004544929,LSE,FCA 
INCE GROUP PLC (THE),GB00BZBY3Y09,LSE,FCA 
INCHCAPE PLC,GB00B61TVQ02,LSE,FCA 
INCOME & GROWTH VCT (THE) PLC,GB00B29BN198,LSE,FCA 
INDEPENDENT INVESTMENT TRUST PLC,GB0000811686,LSE,FCA 
INDEPENDENT OIL & GAS PLC,GB00BF49WF64,LSE,FCA 
INDIA CAPITAL GROWTH FUND LIMITED,GB00B0P8RJ60,LSE,FCA 
INDIVIOR PLC,GB00BRS65X63,LSE,FCA 
INDUCTION HEALTHCARE GROUP PLC,GB00BJ0M3545,LSE,FCA 
INDUS GAS LIMITED,GG00B39HF298,LSE,FCA 
I-NEXUS GLOBAL PLC,GB00BDFDLT01,LSE,FCA 
INFORMA PLC,GB00BMJ6DW54,LSE,FCA 
INFRASTRATA PLC,GB00BLPJ1272,LSE,FCA 
INFRASTRUCTURE INDIA PLC,IM00B2QVWM67,LSE,FCA 
INGENTA PLC,GB00B3BDTG73,LSE,FCA 
INLAND HOMES PLC,GB00B1TR0310,LSE,FCA 
INLAND ZDP PLC,GB00B99R1Q79,LSE,FCA 
INNOVADERMA PLC,GB00BT9PTW34,LSE,FCA 
INSPECS GROUP PLC,GB00BK6JPP03,LSE,FCA 
INSPIRATION HEALTHCARE GROUP PLC,GB00BXDZL105,LSE,FCA 
INSPIRED ENERGY PLC,GB00B5TZC716,LSE,FCA 
INSPIRIT ENERGY HOLDINGS PLC,GB00B44W9L31,LSE,FCA 
INSTEM PLC,GB00B3TQCK30,LSE,FCA 
INTEGRAFIN HOLDINGS PLC,GB00BD45SH49,LSE,FCA 
INTEGRATED DIAGNOSTICS HOLDINGS PLC,JE00BV9H9G76,LSE,FCA 
INTELLIGENT ULTRASOUND GROUP PLC,GB00BN791Q39,LSE,FCA 
INTERCEDE GROUP PLC,GB0003287249,LSE,FCA 
INTERCONTINENTAL HOTELS GROUP PLC,GB00BHJYC057,LSE,FCA 
INTERMEDIATE CAPITAL GROUP PLC,GB00BYT1DJ19,LSE,FCA 
INTERNATIONAL BIOTECHNOLOGY TRUST PLC,GB0004559349,LSE,FCA 
INTERNATIONAL BUSINESS MACHINES CORPORATION,US4592001014,LSE,FCA 
INTERNATIONAL CONSOLIDATED AIRLINES GROUP S.A.,ES0177542018,LSE,FCA 
INTERNATIONAL PERSONAL FINANCE PLC,GB00B1YKG049,LSE,FCA 
INTERNATIONAL PUBLIC PARTNERSHIPS LD,GB00B188SR50,LSE,FCA 
INTERTEK GROUP PLC,GB0031638363,LSE,FCA 
INTOSOL HOLDINGS PLC,GB00BFYY4Y44,LSE,FCA 
INVESCO ASIA TRUST PLC,GB0004535307,LSE,FCA 
INVESCO ENHANCED INCOME LIMITED,GB00B05NYM32,LSE,FCA 
INVESCO INCOME GROWTH TRUST PLC,GB0003585725,LSE,FCA 
INVESCO PERPETUAL SELECT TRUST PLC,GB00B1DQ6696,LSE,FCA 
INVESCO PERPETUAL SELECT TRUST PLC,GB00B1DQ6472,LSE,FCA 
INVESCO PERPETUAL SELECT TRUST PLC,GB00B1DQ6704,LSE,FCA 
INVESCO PERPETUAL SELECT TRUST PLC,GB00B1DPVL60,LSE,FCA 
INVESCO PERPETUAL UK SMALLER COMPANIES INVESTMENT TRUST PLC,GB00B1FL3C76,LSE,FCA 
INVESTEC INVESTMENT TRUST PLC,GB0004057468,LSE,FCA 
INVESTEC INVESTMENT TRUST PLC,GB0004058433,LSE,FCA 
INVESTEC PLC,GB00B17BBQ50,LSE,FCA 
INVESTEC PLC,GB00B19RX541,LSE,FCA 
INVESTMENT COMPANY PLC,GB0004658257,LSE,FCA 
INVINITY ENERGY SYSTEMS PLC,JE00BLR94N79,LSE,FCA 
IOFINA PLC,GB00B2QL5C79,LSE,FCA 
IOMART GROUP PLC,GB0004281639,LSE,FCA 
IP GROUP PLC,GB00B128J450,LSE,FCA 
IQ-AI LIMITED,JE00BD4H0R42,LSE,FCA 
IQE PLC,GB0009619924,LSE,FCA 
IQGEO GROUP PLC,GB00B3NCXX73,LSE,FCA 
IRF EUROPEAN FINANCE INVESTMENTS LTD,BMG493831058,LSE,FCA 
IRISH CONTINENTAL GROUP PLC,IE00BLP58571,LSE,FCA 
IRONRIDGE RESOURCES LIMITED,AU0000XINEX3,LSE,FCA 
IRONVELD PLC,GB0030426455,LSE,FCA 
ITACONIX PLC,GB00B84LVH87,LSE,FCA 
ITM POWER PLC,GB00B0130H42,LSE,FCA 
ITV PLC,GB0033986497,LSE,FCA 
IWG PLC,JE00BYVQYS01,LSE,FCA 
IXICO PLC,GB00BFXR4C20,LSE,FCA 
JADESTONE ENERGY INC,CA46989Q1000,LSE,FCA 
JAMES HALSTEAD PLC,GB00B0LS8535,LSE,FCA 
JAMES HALSTEAD PLC,GB0004053483,LSE,FCA 
JANGADA MINES PLC,GB00BZ11WQ61,LSE,FCA 
JARDINE MATHESON HOLDINGS LD,BMG507361001,LSE,FCA 
JARDINE MATHESON HOLDINGS LD,BMG507361001,LSE,FCA 
JARDINE MATHESON HOLDINGS LD,BMG507361001,LSE,FCA 
JARDINE STRATEGIC HOLDINGS LD,BMG507641022,LSE,FCA 
JARDINE STRATEGIC HOLDINGS LD,BMG507641022,LSE,FCA 
JARDINE STRATEGIC HOLDINGS LD,BMG507641022,LSE,FCA 
JARVIS SECURITIES PLC,GB00BKS9NN22,LSE,FCA 
JAYWING PLC,GB00BF5KDY46,LSE,FCA 
JD SPORTS FASHION PLC,GB00BYX91H57,LSE,FCA 
JERSEY ELECTRICITY PLC,JE00B43SP147,LSE,FCA 
JERSEY OIL AND GAS PLC,GB00BYN5YK77,LSE,FCA 
JET2 PLC,GB00B1722W11,LSE,FCA 
JKX OIL & GAS PLC,GB0004697420,LSE,FCA 
JLEN ENVIRONMENTAL ASSETS GROUP LIMITED,GG00BJL5FH87,LSE,FCA 
JOHN LAING GROUP PLC,GB00BVC3CB83,LSE,FCA 
JOHN LEWIS OF HUNGERFORD PLC,GB0004773148,LSE,FCA 
JOHNSON MATTHEY PLC,GB00BZ4BQC70,LSE,FCA 
JOHNSON SERVICE GROUP PLC,GB0004762810,LSE,FCA 
JOULES GROUP PLC,GB00BZ059357,LSE,FCA 
JOURNEO PLC,GB00BKP51V79,LSE,FCA 
JPEL PRIVATE EQUITY LIMITED,GG00BMDQPC56,LSE,FCA 
JPMORGAN AMERICAN INVESTMENT TRUST PLC,GB00BKZGVH64,LSE,FCA 
JPMORGAN ASIA GROWTH & INCOME PLC,GB0001320778,LSE,FCA 
JPMORGAN CHINA GROWTH & INCOME PLC,GB0003435012,LSE,FCA 
JPMORGAN CLAVERHOUSE INVESTMENT TRUST PLC,GB0003422184,LSE,FCA 
JPMORGAN ELECT PLC,GB0008528142,LSE,FCA 
JPMORGAN ELECT PLC,GB0034080092,LSE,FCA 
JPMORGAN ELECT PLC,GB0034080217,LSE,FCA 
JPMORGAN EMERGING MARKETS INVESTMENT TRUST PLC,GB00BMXWN182,LSE,FCA 
JPMORGAN EUROPEAN INVESTMENT TRUST PLC,GB00B18JK166,LSE,FCA 
JPMORGAN EUROPEAN INVESTMENT TRUST PLC,GB00B17XWW44,LSE,FCA 
JPMORGAN EURO SMALL CO. TRUST PLC,GB00BMTS0Z37,LSE,FCA 
JPMORGAN GLOBAL CORE REAL ASSETS LIMITED,GG00BJVKW831,LSE,FCA 
JPMORGAN GLOBAL CORE REAL ASSETS LIMITED,GG00BJVKW831,LSE,FCA 
JPMORGAN GLOBAL CORE REAL ASSETS LIMITED,GG00BJVKW831,LSE,FCA 
JPMORGAN GLOBAL EMERGING MARKETS INCOME TRUST PLC,GB00B5ZZY915,LSE,FCA 
JPMORGAN GLOBAL GROWTH & INCOME PLC,GB00BYMKY695,LSE,FCA 
JPMORGAN INDIAN INVESTMENT TRUST PLC,GB0003450359,LSE,FCA 
JPMORGAN JAPANESE INVESTMENT TRUST PLC,GB0001740025,LSE,FCA 
JPMORGAN JAPAN SMALLER CO TST PLC,GB0003165817,LSE,FCA 
JPMORGAN JAPAN SMALLER CO TST PLC,GB00BSFWJ549,LSE,FCA 
JPMORGAN MID CAPITAL INVESTMENT TRUST PLC,GB0002357613,LSE,FCA 
JPMORGAN MULTI-ASSET TRUST PLC,GB00BFWJJT14,LSE,FCA 
JPMORGAN RUSSIAN SECURITIES PLC,GB0032164732,LSE,FCA 
JPMORGAN SMALLER COMPANIES INVESTMENT TRUST PLC,GB00BF7L8P11,LSE,FCA 
JPMORGAN US SMALLER CO. INV TST PLC,GB00BJL5F346,LSE,FCA 
JTC PLC,JE00BF4X3P53,LSE,FCA 
JUBILEE METALS GROUP PLC,GB0031852162,LSE,FCA 
JUDGES SCIENTIFIC PLC,GB0032398678,LSE,FCA 
JUPITER EMERGING & FRONTIER INCOME TRUST PLC,GB00BDR05757,LSE,FCA 
JUPITER FUND MANAGEMENT PLC,GB00B53P2009,LSE,FCA 
JUPITER GREEN INVESTMENT TRUST PLC,GB00B120GL77,LSE,FCA 
JUPITER UK GROWTH INVESTMENT TRUST PLC,GB00BFD3V961,LSE,FCA 
JUPITER US SMALLER COMPANIES PLC,GB0003463402,LSE,FCA 
JUST EAT TAKEAWAY.COM N.V.,NL0012015705,LSE,FCA 
JUST GROUP PLC,GB00BCRX1J15,LSE,FCA 
JZ CAPITAL PARTNERS LIMITED,GG00B403HK58,LSE,FCA 
JZ CAPITAL PARTNERS LIMITED,GG00BZ0RY036,LSE,FCA 
K3 BUSINESS TECHNOLOGY GROUP PLC,GB00B00P6061,LSE,FCA 
K3 CAPITAL GROUP PLC,GB00BF1HPD20,LSE,FCA 
KAINOS GROUP PLC,GB00BZ0D6727,LSE,FCA 
KAKUZI LD,KE0000000281,LSE,FCA 
KAPE TECHNOLOGIES PLC,IM00BQ8NYV14,LSE,FCA 
KARELIAN DIAMOND RESOURCES PLC,IE00BD09HK61,LSE,FCA 
KATORO GOLD PLC,GB00BSNBL022,LSE,FCA 
KAVANGO RESOURCES PLC,GB00BF0VMV24,LSE,FCA 
KAZERA GLOBAL PLC,GB00B830HW33,LSE,FCA 
KAZ MINERALS PLC,GB00B0HZPV38,LSE,FCA 
KCR RESIDENTIAL REIT PLC,GB00BYWK1Q82,LSE,FCA 
KEFI GOLD AND COPPER PLC,GB00BD8GP619,LSE,FCA 
KELLER GROUP PLC,GB0004866223,LSE,FCA 
KENMARE RESOURCES PLC,IE00BDC5DG00,LSE,FCA 
KERAS RESOURCES PLC,GB00B649J414,LSE,FCA 
KERRY GROUP PLC,IE0004906560,LSE,FCA 
KEYSTONE INVESTMENT TRUST PLC,GB0004912282,LSE,FCA 
KEYSTONE INVESTMENT TRUST PLC,GB00BK96BB68,LSE,FCA 
KEYSTONE LAW GROUP PLC,GB00BZ020557,LSE,FCA 
KEYWORDS STUDIOS PLC,GB00BBQ38507,LSE,FCA 
KIBO ENERGY PLC,IE00B97C0C31,LSE,FCA 
KIER GROUP PLC,GB0004915632,LSE,FCA 
KIN AND CARTA PLC,GB0007689002,LSE,FCA 
KINGFISHER PLC,GB0033195214,LSE,FCA 
KINGS ARMS YARD VCT PLC,GB0007174294,LSE,FCA 
KINGSPAN GROUP PLC,IE0004927939,LSE,FCA 
KINGSWOOD HOLDINGS LIMITED,GG00BKY4K072,LSE,FCA 
KISTOS PLC,GB00BLF7NX68,LSE,FCA 
KKV SECURED LOAN FUND LIMITED,GG00BN56JF17,LSE,FCA 
KKV SECURED LOAN FUND LIMITED,GG00BFXYHJ13,LSE,FCA 
KNIGHTS GROUP HOLDINGS PLC,GB00BFYF6298,LSE,FCA 
KODAL MINERALS PLC,GB00BH3X7Y70,LSE,FCA 
KONAMI HOLDINGS CORPORATION,JP3300200007,LSE,FCA 
KOOTH PLC,GB00BMCZLK30,LSE,FCA 
KORE POTASH PLC,GB00BYP2QJ94,LSE,FCA 
KOSMOS ENERGY LTD,US5006881065,LSE,FCA 
KRM22 PLC,GB00BFM6WC61,LSE,FCA 
KROMEK GROUP PLC,GB00BD7V5D43,LSE,FCA 
KROPZ PLC,GB00BZ1HLP69,LSE,FCA 
KSK POWER VENTUR PLC,IM00B1G29327,LSE,FCA 
LAMPRELL PLC,GB00B1CL5249,LSE,FCA 
LANCASHIRE HOLDINGS LIMITED,BMG5361W1047,LSE,FCA 
LANDORE RESOURCES LIMITED,GG00BMX4VR69,LSE,FCA 
LAND SECURITIES GROUP PLC,GB00BYW0PQ60,LSE,FCA 
LANSDOWNE OIL & GAS PLC,GB00B1250X28,LSE,FCA 
LATHAM (JAMES) PLC,GB00B04NP100,LSE,FCA 
LATHAM (JAMES) PLC,GB0005065312,LSE,FCA 
LAW DEBENTURE CORPORATION PLC,GB0031429219,LSE,FCA 
LEARNING TECHNOLOGIES GROUP PLC,GB00B4T7HX10,LSE,FCA 
